timestamp,consent,birthplace,address,gender,parent_age,education,occupation,parent1_L1,eng_und,eng_spk,eng_read,eng_write,fr_und,fr_spk,fr_read,fr_write,parent1_OL1,ol1_und,ol1_spk,ol1_read,ol1_write,parent1_OL2,ol2_und,ol2_spk,ol2_read,ol2_write,parent1_OL3,ol3_und,ol3_spk,ol3_read,ol3_write,child_dob,child_sex,langdevissue_yn,langdevissue_details,family_config,oldersib_yn,sib1_dob,sib2_dob,sib3_dob,sibX_dobs,child_languages,eng_freq,fr_freq,ol1_used,ol1_freq,ol2_used,ol2_freq,ol3_used,ol3_freq,between_caregivers,caregiver2_used,view_betterlearner,view_reasoning,view_schoolsuccess,view_heritage,view_employment,view_better_lang_learning,view_comm_family,view_compete_jobs,view_full_comm_member,view_success_workworld,view_flex_think,view_belong_social,concern_general,concern_exposure,concern_help,concern_challenging,concern_confused,concern_distinguish,concern_shrt_delay,concern_lng_prob,concern_prep_school,concern_fluent,id,clean_dobs
2020/09/01 10:11:07 pm CET,J'accepte,Au Québec,Verdun,Féminin,32,Maîtrise (ou équivalent),Enseignante primaire,Français,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,May-19,Masculin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,17-Apr,NA,NA,NA,Anglais;Français;Une autre langue que l’anglais ou le français,2,5,Coréen,5,NA,NA,NA,NA,Anglais,Une langue autre que l’anglais ou le français,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,1,1,1,2,1,1,3,fr_13,5/1/2019
2020/09/01 11:35:02 pm CET,J'accepte,À l’extérieur du Québec mais au Canada,Montreal,Féminin,44,Baccalauréat (ou équivalent),musicienne,français,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Feb-17,Féminin,Non,NA,Avec un(e) partenaire qui vit dans un autre foyer,Non,NA,NA,NA,NA,Anglais;Français,2,5,NA,NA,NA,NA,NA,NA,Anglais,Anglais,5,4,4,5,5,5,5,5,5,4,4,5,1,1,1,1,2,1,1,1,1,1,fr_14,2/1/2017
2020/09/01 11:36:36 pm CET,J'accepte,Au Québec,Montréal,Féminin,31,Baccalauréat (ou équivalent),Professeure de danse,francais,5,4,4,4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-18,Féminin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,Anglais;Une autre langue que l’anglais ou le français,4,5,Grec,2,NA,NA,NA,NA,Anglais;Français,Anglais,5,5,5,5,5,5,5,5,5,5,5,5,1,3,1,1,1,1,5,1,1,1,fr_15,9/1/2018
2020/09/01 11:37:01 pm CET,J'accepte,Au Québec,Saint-Georges,Masculin,29,Baccalauréat (ou équivalent),Arpenteur-Geomètre,Français,5,4,4,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jun-19,Féminin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,Anglais;Français,4,2,NA,NA,NA,NA,NA,NA,Français,Anglais;Français,5,5,4,3,5,5,5,5,2,5,3,3,1,1,1,1,2,2,2,1,1,1,fr_16,6/1/2019
2020/09/02 12:31:55 am CET,J'accepte,Au Québec,Montréal,Féminin,33,Maîtrise (ou équivalent),Maman a la maison et pigiste en rédaction et communication,Français,5,4,5,4,5,5,5,5,Espagnol,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-17,Féminin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,Français;Une autre langue que l’anglais ou le français,1,5,Espagnol,2,NA,NA,NA,NA,Français;Une langue autre que l’anglais ou le français,Une langue autre que l’anglais ou le français,5,5,4,5,4,5,5,4,2,4,5,2,2,2,1,1,2,1,1,1,1,3,fr_17,9/1/2017
2020/09/02 12:32:35 am CET,J'accepte,Au Québec,Montreal,Féminin,33,CÉGEP ou DEP (ou équivalent),Infirmière,Français,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec-19,Masculin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,Anglais;Français;Plusieurs langues autres que le français ou l’anglais,3,3,NA,NA,NA,NA,NA,NA,Anglais,Anglais;Français,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,fr_18,12/1/2019
2020/09/02 12:35:50 am CET,J'accepte,Au Québec,Dorval,Féminin,36,Secondaire (ou équivalent),Assistante technique en pharmacie,Français,5,5,5,5,5,5,5,5,Arabe,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug-17,Masculin,Je ne suis pas certain(e),Tendance autiste non diagnostiquée et TDAH diagnostiqué chez la mère; certains comportements se remarquent chez le fils,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,Anglais;Français;Une autre langue que l’anglais ou le français,2,5,Polonais,3,NA,NA,NA,NA,Anglais;Français,Anglais;Français;Une langue autre que l’anglais ou le français,5,5,3,4,4,3,5,3,3,3,5,5,1,4,4,1,4,1,3,1,3,3,fr_19,8/1/2017
2020/09/02 1:31:20 am CET,J'accepte,Au Québec,Montréal,Féminin,32,Maîtrise (ou équivalent),Spécialiste en éducation,"Français, espagnol",5,5,5,4,5,5,5,5,Espagnol,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,May-17,Masculin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,Anglais;Français,2,5,NA,NA,NA,NA,NA,NA,Anglais;Français,Anglais;Français,5,5,5,5,5,5,5,5,5,5,5,5,4,1,1,1,1,1,2,1,1,1,fr_20,5/1/2017
2020/09/02 2:17:06 am CET,J'accepte,Au Québec,Montréal,Féminin,36,Maîtrise (ou équivalent),Orthophoniste,Français,5,5,5,4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jun-19,Féminin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,Français;Une autre langue que l’anglais ou le français,1,5,NA,NA,NA,NA,NA,NA,Anglais;Français,Français;Une langue autre que l’anglais ou le français,5,5,5,5,4,5,5,4,5,4,5,5,1,3,2,1,1,1,1,1,1,3,fr_21,6/1/2019
2020/09/02 3:04:26 am CET,J'accepte,Au Québec,Laval,Féminin,35,Baccalauréat (ou équivalent),Gérante de bureau,Français,5,5,5,5,5,5,5,5,Urdu,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19-Aug,Masculin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,Jun-15,Jun-16,NA,NA,Français;Une autre langue que l’anglais ou le français,2,4,Urdu,4,NA,NA,NA,NA,Anglais;Une langue autre que l’anglais ou le français,Une langue autre que l’anglais ou le français,3,3,5,5,5,4,5,5,4,4,4,5,1,1,2,1,1,1,2,1,1,1,fr_22,8/1/2019
2020/09/02 3:15:27 am CET,J'accepte,Au Québec,Lachine,Féminin,39,Baccalauréat (ou équivalent),Directrice CRM,Français et anglais,5,5,5,5,5,5,5,5,Italien,4,4,2,2,Espagnol,2,2,2,2,NA,NA,NA,NA,NA,Jul-16,Masculin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,Nov-11,NA,NA,NA,Anglais;Français;Une autre langue que l’anglais ou le français,3,5,Italien,2,NA,NA,NA,NA,Anglais;Une langue autre que l’anglais ou le français,Anglais;Une langue autre que l’anglais ou le français,5,5,3,3,5,5,5,5,5,5,3,2,1,4,1,1,1,1,1,1,1,1,fr_23,7/1/2016
2020/09/02 3:48:31 am CET,J'accepte,Au Québec,Ville Saint-Laurent,Féminin,38,Baccalauréat (ou équivalent),Enseignante,Français,5,4,5,3,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Apr-18,Masculin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,Nov-14,NA,NA,NA,Anglais;Français;Une autre langue que l’anglais ou le français,2,5,Allemand,5,NA,NA,NA,NA,Anglais,Une langue autre que l’anglais ou le français,5,5,5,5,5,5,5,4,5,5,5,5,1,2,1,1,1,1,1,1,1,1,fr_24,4/1/2018
2020/09/02 4:08:53 am CET,J'accepte,À l’extérieur du Canada,Montréal,Féminin,31,Maîtrise (ou équivalent),À l’emploi,Arabe,4,4,4,4,5,4,5,4,Arabe,5,5,5,5,Espagnol,3,3,3,2,NA,NA,NA,NA,NA,Aug-19,Masculin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,Français;Une autre langue que l’anglais ou le français,2,4,Arabe,5,NA,NA,NA,NA,Français;Une langue autre que l’anglais ou le français,Français;Une langue autre que l’anglais ou le français,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,3,3,2,4,4,3,4,fr_25,8/1/2019
2020/09/02 12:37:34 pm CET,J'accepte,Au Québec,St-jerome,Masculin,48,CÉGEP ou DEP (ou équivalent),Concepteur mecanique,Francais,4,4,4,3,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jul-19,Masculin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,Anglais;Français,3,3,NA,NA,NA,NA,NA,NA,Anglais;Français,Anglais;Français,5,5,5,5,5,5,5,5,5,5,5,5,2,4,1,2,3,3,4,1,1,1,fr_26,7/1/2019
2020/09/02 3:12:38 pm CET,J'accepte,Au Québec,Gatineau,Féminin,36,Doctorat (PhD ou MD),Chercheure,Français,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-19,Féminin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,Nov-16,NA,NA,NA,Anglais;Français;Une autre langue que l’anglais ou le français,1,5,Italien,3,NA,NA,NA,NA,Anglais;Français;Une langue autre que l’anglais ou le français,Français;Une langue autre que l’anglais ou le français,5,3,3,5,2,5,5,NA,2,NA,5,5,1,4,1,1,1,1,1,1,1,4,fr_27,9/1/2019
2020/09/02 4:32:13 pm CET,J'accepte,À l’extérieur du Canada,montréal,Féminin,36,Maîtrise (ou équivalent),Photographe,Français,4,4,3,3,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jun-17,Féminin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,Sep-14,NA,NA,NA,Français;Une autre langue que l’anglais ou le français,1,4,Espagnol,4,NA,NA,NA,NA,Français;Une langue autre que l’anglais ou le français,Anglais;Français;Plusieurs langues autres que l’anglais ou le français,4,4,2,5,4,5,5,2,4,2,2,3,4,4,1,1,1,1,1,1,1,1,fr_28,6/1/2017
2020/09/02 6:20:33 pm CET,J'accepte,À l’extérieur du Canada,Montreal,Féminin,38,Doctorat (PhD ou MD),Psychologue,Roumain,5,5,5,5,5,5,5,5,Roumain,4,4,4,4,Allemand,3,1,2,1,NA,NA,NA,NA,NA,Dec-18,Masculin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,Dec-16,NA,NA,NA,Anglais;Français,2,4,NA,NA,NA,NA,NA,NA,Anglais;Français,Anglais,4,4,4,5,4,4,2,3,4,2,5,5,5,5,4,3,2,1,3,1,1,4,fr_29,12/1/2018
2020/09/02 6:26:35 pm CET,J'accepte,Au Québec,Montréal,Féminin,35,Baccalauréat (ou équivalent),Adjointe à la présidente-directrice générale adjointe du CIUSSS COMTL,Français; anglais,5,5,5,5,5,5,5,5,Français,5,5,5,5,Anglais,5,5,5,5,NA,NA,NA,NA,NA,Nov-19,Féminin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,Anglais;Français,5,5,NA,NA,NA,NA,NA,NA,Anglais;Français,Français,4,3,5,5,5,4,5,4,4,4,4,3,2,1,1,1,3,2,2,1,1,1,fr_30,11/1/2019
2020/09/02 6:57:05 pm CET,J'accepte,Au Québec,Sainte-Sabine,Féminin,30,Baccalauréat (ou équivalent),Pharmacienne,Français,5,4,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jun-17,Féminin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,Anglais;Français,2,4,NA,NA,NA,NA,NA,NA,Anglais;Français,Anglais;Français,4,4,4,2,5,5,5,NA,4,5,4,2,1,3,1,1,1,1,1,1,1,2,fr_31,6/1/2017
2020/09/02 10:30:16 pm CET,J'accepte,Au Québec,Montreal,Féminin,34,CÉGEP ou DEP (ou équivalent),Serveuse,Français,5,5,5,5,5,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct-16,Masculin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,Anglais;Français,4,3,NA,NA,NA,NA,NA,NA,Anglais,Anglais,3,4,2,5,3,4,5,3,4,3,4,3,1,4,3,1,1,1,3,1,3,5,fr_32,10/1/2016
2020/09/03 2:18:30 pm CET,J'accepte,À l’extérieur du Canada,Montreal,Féminin,29,Maîtrise (ou équivalent),5eme année doctorat,Français; italien,5,5,5,5,5,5,5,5,Italien,5,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jul-20,Masculin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,Français;Plusieurs langues autres que le français ou l’anglais,1,4,Italien,2,Portugais,2,NA,NA,Français,Une langue autre que l’anglais ou le français,5,5,5,5,5,5,5,5,4,5,4,5,2,5,4,1,2,3,3,1,1,3,fr_34,7/1/2020
2020/09/04 3:21:46 pm CET,J'accepte,Au Québec,Dorval,Féminin,34,Baccalauréat (ou équivalent),Conseillère en Soins Infirmiers,Français,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mar-18,Masculin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,Anglais;Français,2,4,NA,NA,NA,NA,NA,NA,Anglais;Français,Anglais;Français,5,5,5,5,5,5,1,5,5,5,5,3,1,1,1,1,1,3,1,1,1,1,fr_35,3/1/2018
2020/09/04 6:28:15 pm CET,J'accepte,À l’extérieur du Canada,Montreal,Féminin,37,Maîtrise (ou équivalent),Contract Manager,"Français, arabe",5,5,5,5,5,5,5,5,Arabe,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct-19,Féminin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,Dec-15,NA,NA,NA,Anglais;Français;Plusieurs langues autres que le français ou l’anglais,3,4,Espagnol,2,Arabe,2,NA,NA,Anglais;Français,Anglais;Français;Une langue autre que l’anglais ou le français,5,5,5,5,5,5,5,5,4,5,5,5,1,1,1,1,1,1,1,1,1,1,fr_36,10/1/2019
2020/09/09 4:48:49 pm CET,J'accepte,À l’extérieur du Canada,Montréal,Féminin,38,Baccalauréat (ou équivalent),Mère au foyer,français; portugais,3,2,3,2,5,5,5,5,portugais,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17-Sep,Féminin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,14-Feb,15-Oct,NA,NA,Français;Une autre langue que l’anglais ou le français,2,4,Espagnol,4,NA,NA,NA,NA,Une langue autre que l’anglais ou le français,Une langue autre que l’anglais ou le français,4,4,4,4,4,4,4,2,2,2,5,4,1,2,1,1,1,1,1,1,1,2,fr_37,9/1/2017
2020/09/09 7:59:19 pm CET,J'accepte,À l’extérieur du Canada,Montréal,Masculin,32,Baccalauréat (ou équivalent),"Coordonnateur, gestion des plaintes",Catalan; Espagnol,4,3,5,3,5,5,5,4,Catalan,5,5,5,5,Espagnol,5,5,5,5,NA,NA,NA,NA,NA,Mar-18,Masculin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,Français;Une autre langue que l’anglais ou le français,1,3,Catalan,5,NA,NA,NA,NA,Français,Français,5,5,5,5,3,5,5,3,5,3,5,5,1,4,1,2,4,2,2,1,3,2,fr_38,3/1/2018
2020/09/09 8:17:09 pm CET,J'accepte,Au Québec,Montreal,Masculin,36,Doctorat (PhD ou MD),Journaliste,Français,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31/05/2019,Féminin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,23/08/2016,NA,NA,NA,Anglais;Français,2,4,NA,NA,NA,NA,NA,NA,Anglais;Français,Anglais;Français,5,5,5,3,5,5,5,5,2,5,5,2,1,2,1,1,1,1,2,1,1,1,fr_39,5/1/2019
2020/09/11 1:02:16 am CET,J'accepte,À l’extérieur du Canada,Québec,Féminin,34,Baccalauréat (ou équivalent),Directrice nationale,Français ; polonais,5,4,5,4,5,5,5,5,Polonais,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jan-20,Masculin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,Anglais;Français;Une autre langue que l’anglais ou le français,2,4,Polonais,3,NA,NA,NA,NA,Français,Français,5,5,5,5,5,5,5,5,5,5,5,3,1,1,1,1,1,1,1,1,1,1,fr_40,1/1/2020
2020/09/15 4:16:02 am CET,J'accepte,À l’extérieur du Canada,Montréal,Féminin,43,Maîtrise (ou équivalent),Mere au foyer,Espagnol,4,4,4,4,5,5,5,5,Espagnol,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec-18,Féminin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,Jul-12,Dec-14,NA,NA,Français;Une autre langue que l’anglais ou le français,1,3,Espagnol,5,NA,NA,NA,NA,Une langue autre que l’anglais ou le français,Français;Une langue autre que l’anglais ou le français,5,3,3,5,5,5,5,5,5,5,2,3,4,3,1,1,1,1,1,1,1,2,fr_41,12/1/2018
2020/09/16 8:06:52 pm CET,J'accepte,À l’extérieur du Canada,Montréal,Féminin,35,Maîtrise (ou équivalent),Sans emploi,Arabe,4,3,5,2,5,5,5,5,Arabe,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Feb-19,Masculin,Non,NA,Avec mon/mes parent(s) qui vit/vivent dans le même foyer,Oui,Mar-17,NA,NA,NA,Français;Une autre langue que l’anglais ou le français,1,4,Arabe,5,NA,NA,NA,NA,Une langue autre que l’anglais ou le français,Une langue autre que l’anglais ou le français,5,4,4,4,5,3,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,fr_42,2/1/2019
2020/09/20 9:19:44 pm CET,J'accepte,À l’extérieur du Canada,Montreal,Féminin,38,Maîtrise (ou équivalent),Sans emploi,Arabe,2,1,3,2,5,5,5,5,Arabe,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Apr-14,Féminin,Non,NA,Le pere de mon enfant.,Oui,Frere 04/2018,NA,NA,NA,Français;Une autre langue que l’anglais ou le français,2,4,Français,4,Arabe,4,Anglais,2,Français;Une langue autre que l’anglais ou le français,Français;Une langue autre que l’anglais ou le français,5,5,3,5,4,5,5,4,4,4,5,4,3,3,1,1,1,1,1,1,1,2,fr_43,4/1/2014
2020/09/23 3:33:57 am CET,J'accepte,Au Québec,Blainville,Féminin,31,Doctorat (PhD ou MD),Vétérinaire,Français,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-19,Féminin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,Anglais;Français,3,4,NA,NA,NA,NA,NA,NA,Anglais,Anglais,1,1,1,1,4,4,5,1,5,1,4,4,1,1,1,1,1,1,1,1,1,1,fr_44,9/1/2019
2020/09/23 4:01:41 am CET,J'accepte,À l’extérieur du Canada,Montreal,Féminin,40,Maîtrise (ou équivalent),Finances,Espagnol,5,5,5,5,5,5,5,5,Espagnol,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug-18,Féminin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,Jan-15,NA,NA,NA,Français;Une autre langue que l’anglais ou le français,2,2,Espagnol,5,NA,NA,NA,NA,Français;Une langue autre que l’anglais ou le français,Français,4,4,4,5,5,4,5,5,3,5,5,5,4,5,4,4,4,2,3,3,2,3,fr_45,8/1/2018
