timestamp,consent,birthplace,address,gender,parent_age,education,occupation,parent1_L1,eng_und,eng_spk,eng_read,eng_write,fr_und,fr_spk,fr_read,fr_write,parent1_OL1,ol1_und,ol1_spk,ol1_read,ol1_write,parent1_OL2,ol2_und,ol2_spk,ol2_read,ol2_write,parent1_OL3,ol3_und,ol3_spk,ol3_read,ol3_write,child_dob,child_sex,langdevissue_yn,langdevissue_details,family_config,oldersib_yn,sib1_dob,sib2_dob,sib3_dob,sibX_dobs,child_languages,eng_freq,fr_freq,ol1_used,ol1_freq,ol2_used,ol2_freq,ol3_used,ol3_freq,between_caregivers,caregiver2_used,view_betterlearner,view_reasoning,view_schoolsuccess,view_heritage,view_employment,view_better_lang_learning,view_comm_family,view_compete_jobs,view_full_comm_member,view_success_workworld,view_flex_think,view_belong_social,concern_general,concern_exposure,concern_help,concern_challenging,concern_confused,concern_distinguish,concern_shrt_delay,concern_lng_prob,concern_prep_school,concern_fluent,concern_open,id,clean_dobs,age_days_at_test,clean_address,in_MTL,great_MTL,in_QC,out_QC,has_en,has_fr,has_OL,has_OL1,has_OL2,has_OL3,num_OL_caregiver1,caregiver2_OLonly,mono_en,mono_fr,mono_OL,has_DL
2020/09/01 8:28:47 pm CET,I agree,Outside of Quebec but in Canada,Montreal,Female,33,Master’s degree (or equivalent),"Associate Director, Digital Communications, McGill",English,5,5,5,5,5,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/2018,Male,No,NA,With a partner who lives in the same household,No,NA,NA,NA,NA,English;French,5,5,NA,NA,NA,NA,NA,NA,English;French,French,5,4,4,5,5,3,5,5,5,5,3,5,3,4,4,1,2,2,2,1,1,1,"My son is mixed up right now but I believe the languages will come - he already is figuring it out quite naturally. I also worry about my own ability to help him with school work and communicate with his French teachers. It’s been a major motivation behind me developing my own French more. And finally I would like for him to be able to read and consume content in the language they were originally written, and be so sufficient in both that he can understand complex texts. I worry I am asking too much of him.",eng_17,2018-01-01,974,montreal,TRUE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,0
2020/09/01 8:30:12 pm CET,I agree,Outside of Canada,Montreal,Female,35,Bachelor’s degree (or equivalent),Lab technician,Cantonese,5,5,5,5,5,5,5,5,Cantonese chinese,5,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/2019,Male,No,NA,With a partner who lives in the same household,Yes,12/2016,NA,NA,NA,English;French;One other language,5,5,Cantonese,3,NA,NA,NA,NA,English;French,English;French,5,5,5,5,5,5,5,5,5,5,5,5,2,5,4,5,1,1,4,1,4,3,They will be delays in language development,eng_19,2019-10-01,336,montreal,TRUE,FALSE,FALSE,FALSE,1,1,1,1,0,0,1,0,FALSE,FALSE,FALSE,0
2020/09/01 8:30:46 pm CET,I agree,Outside of Canada,Montreal,Female,38,Doctoral degree (PhD or MD),University professor,French,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/2019,Female,No,NA,With a partner who lives in the same household,Yes,05/2004,11/2010,11/2012,05/2016,English;French;One other language,2,4,German,2,NA,NA,NA,NA,English;French;One language other than English or French,English;One other language,4,4,4,5,5,5,5,5,5,5,5,5,1,3,1,1,1,1,1,1,1,2,Ensuring sufficient input in all 3 languages is a challenge.,eng_20,2019-01-01,609,montreal,TRUE,FALSE,FALSE,FALSE,1,1,1,0,0,0,0,0,FALSE,FALSE,FALSE,0
2020/09/01 8:34:56 pm CET,I agree,In Quebec,verdun,Male,35,Bachelor’s degree (or equivalent),human resources recruiter,English,5,5,5,5,5,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09/2017,Male,No,NA,With a partner who lives in the same household,No,NA,NA,NA,NA,English;French,4,4,NA,NA,NA,NA,NA,NA,English;French,English;French,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,none. He is exposed to both at home and daycare,eng_21,2017-09-01,1096,verdun,TRUE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,0
2020/09/01 8:39:42 pm CET,I agree,In Quebec,Montreal-West,Female,37,Bachelor’s degree (or equivalent),IT Consultant,Mandarin,5,5,5,5,5,4,5,5,Mandarin Chinese,4,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/2017,Female,No,NA,With a partner who lives in the same household,No,NA,NA,NA,NA,English;One other language,5,1,Mandarin,4,NA,NA,NA,NA,English,English,5,5,5,5,5,5,5,5,5,5,5,5,1,4,4,1,1,1,1,1,1,1,"None, I feel it’s very beneficial for them.",eng_22,2017-07-01,1158,montreal,TRUE,FALSE,FALSE,FALSE,1,0,1,1,0,0,1,0,FALSE,FALSE,FALSE,0
2020/09/01 8:40:15 pm CET,I agree,Outside of Canada,LaSalle,Female,30,Master’s degree (or equivalent),Instructional designer,English,4,5,5,5,2,2,2,1,German,4,3,4,1,Spanish,5,4,4,2,NA,NA,NA,NA,NA,04/2018,Male,No,NA,With a partner who lives in the same household,No,NA,NA,NA,NA,English;One other language,5,1,Spanish,2,German,1,NA,NA,English,One other language,5,5,4,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,1,4,4,I worry that it is too difficult having more than one word for everything when he is just beginning to understand that words mean things. I noticed that he gets frustrated when people don't understand him. And it's hard for him to know who speaks what language and what words to use with who.,eng_23,2018-04-01,884,lasalle,TRUE,FALSE,FALSE,FALSE,1,0,1,0,0,0,0,1,FALSE,FALSE,FALSE,0
2020/09/01 8:50:11 pm CET,I agree,Outside of Canada,Montreal,Female,40,Bachelor’s degree (or equivalent),"General manager, software company",English,5,5,5,5,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09/2017,Female,No,NA,With a partner who lives in the same household,Yes,07/2015,NA,NA,NA,English;French,5,2,NA,NA,NA,NA,NA,NA,English,English;One other language,5,5,4,4,5,5,3,4,3,5,5,3,1,2,4,1,1,1,1,1,1,3,"Just that I can’t support her french well personally. My husband should have that covered, but I dislike not being able to help",eng_25,2017-09-01,1096,montreal,TRUE,FALSE,FALSE,FALSE,1,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,0
2020/09/01 8:55:43 pm CET,I agree,Outside of Quebec but in Canada,Montreal Island,Female,39,Bachelor’s degree (or equivalent),Library technician,English,5,5,5,5,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/2018,Male,No,NA,With a partner who lives in the same household,Yes,06/2015,NA,NA,NA,English;French,5,2,NA,NA,NA,NA,NA,NA,English,English;One other language,3,3,5,5,5,5,1,5,5,5,3,5,1,1,1,1,1,1,1,1,1,1,No concerns.,eng_26,2018-04-01,884,montreal,TRUE,FALSE,FALSE,FALSE,1,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,0
2020/09/01 8:56:17 pm CET,I agree,In Quebec,Lachine,Female,28,High school (or equivalent),Student,"English, french",5,5,5,5,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/2017,Female,No,NA,Alone,Yes,05/2016,NA,NA,NA,English;French,5,3,NA,NA,NA,NA,NA,NA,English;French,English;French,4,4,4,3,5,5,5,5,3,5,4,4,3,3,2,2,2,2,2,2,1,1,NA,eng_27,2017-06-01,1188,lachine,TRUE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,0
2020/09/01 9:14:28 pm CET,I agree,In Quebec,Dorval,Female,36,Master’s degree (or equivalent),Mother and personal trainer,French,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/2018,Male,No,NA,With a partner who lives in the same household,No,NA,NA,NA,NA,English;French,5,5,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,2,2,4,1,1,1,"A little concerned about his first “semester” of school, he will have some catching up in one language (ex. if he knows his numbers to 30 in french but only 10 in english and goes to an english school) . But we still have a couple years to develop, so I’m not yet really worried. And so far at 2 yo he’s actually very advanced in both languages according to the “guidelines “",eng_28,2018-07-01,793,dorval,TRUE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,0
2020/09/01 9:14:54 pm CET,I agree,Outside of Canada,Montreal,Female,41,Master’s degree (or equivalent),CEO,English; French,5,5,5,5,5,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/2017,Female,No,NA,With a partner who lives in the same household,No,NA,NA,NA,NA,English;French,5,5,NA,NA,NA,NA,NA,NA,English;French,English;French,4,4,3,5,5,5,5,5,2,3,5,4,4,5,5,2,1,2,3,1,2,2,I'm worried I will not be able to help enough in French and only in English at school. I also worry that she will not find proficiency and comfort in just one language.,eng_30,2017-01-01,1339,montreal,TRUE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,0
2020/09/01 9:30:46 pm CET,I agree,Outside of Canada,Montreal,Female,32,High school (or equivalent),Shipping assitant,English,5,5,5,5,3,2,3,2,English,5,5,5,5,French,3,2,3,2,NA,NA,NA,NA,NA,06/2019,Female,No,NA,With a partner who lives in the same household,Yes,04/2005,NA,NA,NA,English,5,3,NA,NA,NA,NA,NA,NA,English,English,3,3,4,2,4,4,3,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,NA,eng_32,2019-06-01,458,montreal,TRUE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,0
2020/09/01 9:45:53 pm CET,I agree,Outside of Canada,Dollard-des-ormeaux,Female,31,Bachelor’s degree (or equivalent),flight attendant,Croatian,5,5,5,4,5,4,5,4,Croatian,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09/2018,Male,No,NA,With a partner who lives in the same household,No,NA,NA,NA,NA,English;French;One other language,2,3,Croatian,5,NA,NA,NA,NA,English;French,English;French,5,5,4,5,5,5,5,4,5,4,5,5,2,3,2,2,3,2,3,1,1,1,he is not able to express himself as well as he would have been at this point in time had he only been taught 1 language but i know the time will come when he will kaster all 3 languages,eng_34,2018-09-01,731,dollard des ormeaux,TRUE,FALSE,FALSE,FALSE,1,1,1,1,0,0,1,0,FALSE,FALSE,FALSE,0
2020/09/01 9:47:34 pm CET,I agree,Outside of Canada,Montreal,Female,33,Master’s degree (or equivalent),student,Mandarin Chinese,5,4,5,4,2,1,2,1,Mandarin Chinese,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/2018,Female,No,NA,With a partner who lives in the same household,No,NA,NA,NA,NA,English;One other language,3,1,Mandarin Chinese,5,NA,NA,NA,NA,One language other than English or French,English;One other language,5,5,5,5,5,5,1,5,5,5,5,5,1,4,5,1,1,1,1,1,1,1,NA,eng_35,2018-07-01,793,montreal,TRUE,FALSE,FALSE,FALSE,1,0,1,1,0,0,1,0,FALSE,FALSE,FALSE,0
2020/09/01 9:51:14 pm CET,I agree,In Quebec,Montreal,Female,34,Trade,Real estate agent,English,5,5,5,5,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/2018,Female,No,NA,With a partner who lives in the same household,Yes,05/2016,NA,NA,NA,English;French,5,1,NA,NA,NA,NA,NA,NA,English,French,5,5,5,3,5,5,5,5,3,5,3,4,1,1,2,1,1,1,1,1,2,1,NA,eng_36,2018-04-01,884,montreal,TRUE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,0
2020/09/01 10:34:22 pm CET,I agree,Outside of Canada,Blainville,Male,39,Master’s degree (or equivalent),Employed,Arabic,5,5,5,5,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09/2017,Female,No,NA,With a partner who lives in the same household,No,NA,NA,NA,NA,English;French;One other language,3,3,Arabic,5,English,3,French,3,English;French;One language other than English or French,English;French;One other language,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,I have no concerns,eng_38,2017-09-01,1096,blainville,FALSE,TRUE,FALSE,FALSE,1,1,1,1,0,0,1,0,FALSE,FALSE,FALSE,0
2020/09/01 10:49:16 pm CET,I agree,In Quebec,Montreal,Female,32,Bachelor’s degree (or equivalent),Nurse,English,5,5,5,5,5,4,4,3,Italian,5,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/ 2018,Female,No,NA,With a partner who lives in the same household,Yes,02/2015,08/2016,NA,NA,English;French;One other language,5,4,Italian,2,NA,NA,NA,NA,English;French,English;French,4,3,4,4,4,5,5,5,4,5,3,4,1,3,2,1,1,1,1,1,1,1,None,eng_39,2018-05-01,854,montreal,TRUE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,0
2020/09/01 11:15:29 pm CET,I agree,Outside of Canada,Montreal,Female,30,Bachelor’s degree (or equivalent),Dental student,English and Tamil,5,5,5,5,1,2,3,1,Tamil,5,5,4,1,English,5,5,5,5,NA,NA,NA,NA,NA,10/2019,Male,No,NA,With a partner who lives in the same household,No,NA,NA,NA,NA,English;One other language,5,1,Tamil,5,NA,NA,NA,NA,English;One language other than English or French,English;One other language,5,2,3,5,5,4,5,5,5,5,3,5,1,1,3,1,1,1,1,1,1,1,No concerns . I feel the more the better,eng_40,2019-10-01,336,montreal,TRUE,FALSE,FALSE,FALSE,1,0,1,1,0,0,1,0,FALSE,FALSE,FALSE,0
2020/09/01 11:42:28 pm CET,I agree,Outside of Canada,Montreal,Female,42,Master’s degree (or equivalent),Librarian,English,5,5,5,5,3,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/2019,Female,No,NA,With a partner who lives in the same household,No,NA,NA,NA,NA,English;One other language,5,1,Italian,2,NA,NA,NA,NA,English;One language other than English or French,English;One other language,4,4,4,5,4,5,5,4,3,4,4,4,2,4,2,2,3,1,2,1,1,2,Since my daughter will be attending French daycare I wonder if there may be some initial confusion or delay in language acquisition with three languages in play,eng_41,2019-01-01,609,montreal,TRUE,FALSE,FALSE,FALSE,1,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,0
2020/09/02 12:13:24 am CET,I agree,Outside of Quebec but in Canada,Montréal,Female,41,Master’s degree (or equivalent),Translator,"French, English",5,5,5,5,5,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/2017,Male,No,NA,With a partner who lives in the same household,Yes,07/2014,NA,NA,NA,English;French,2,5,NA,NA,NA,NA,NA,NA,English,English,5,3,5,4,5,5,5,5,5,5,5,4,5,3,2,1,1,1,1,1,1,3,I want my child to have no discernible accent in both French and English. I want them to pass as Anglo or Franco depending on the situation.,eng_43,2017-10-01,1067,montreal,TRUE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,0
2020/09/02 12:14:28 am CET,I agree,In Quebec,Dorval,Female,33,Master’s degree (or equivalent),College instructor,English,5,5,5,5,4,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/2018,Male,No,NA,With a partner who lives in the same household,Yes,08/2016,NA,NA,NA,English;French,3,3,NA,NA,NA,NA,NA,NA,English,English;French,5,5,5,4,5,5,5,5,5,5,5,5,1,3,4,1,2,3,2,1,1,2,I am worried that my child will inherit my language errors (ex: French “le or la“ and verb conjugation),eng_44,2018-04-01,885,dorval,TRUE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,0
2020/09/02 12:54:51 am CET,I agree,Outside of Canada,Montreal,Female,38,Bachelor’s degree (or equivalent),Financial Advisor,spanish & english,5,5,5,5,4,4,3,2,Spanish,5,5,5,5,English,5,5,5,5,French,4,4,3,2,10/2019,Female,No,NA,With a partner who lives in the same household,No,NA,NA,NA,NA,English;French;One other language,1,1,Spanish,5,English,2,French,1,English,English,5,5,5,NA,5,3,5,5,5,5,5,5,1,5,4,1,1,2,1,1,1,1,i would like more exposure so she hears from more than me in spanish,eng_46,2019-10-01,337,montreal,TRUE,FALSE,FALSE,FALSE,1,0,1,1,0,0,1,0,FALSE,FALSE,FALSE,0
2020/09/02 12:57:03 am CET,I agree,In Quebec,Montreal,Female,34,Bachelor’s degree (or equivalent),Lactation Consultant,"Cantonese, English, French",5,5,5,4,5,5,5,4,Cantonese,5,5,4,2,French,5,5,5,4,English,5,5,5,4,12/2017,Male,No,NA,With a partner who lives in the same household,Yes,07/2016,NA,NA,NA,English;French;One other language,1,1,NA,NA,NA,NA,NA,NA,English;French;One language other than English or French,One other language,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,"I have no concern at all. I was raised with 3 languages myself, and i am completely fluent. My 3 years old is already fluent in all 3 languages.",eng_47,2017-12-01,1006,montreal,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,1,FALSE,FALSE,FALSE,0
2020/09/02 12:59:04 am CET,I agree,In Quebec,Qc city,Female,35,Bachelor’s degree (or equivalent),Engineer,French,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/2018,Male,No,NA,With a partner who lives in the same household,Yes,07/2015,NA,NA,02/2021,English;French,5,5,NA,NA,NA,NA,NA,NA,English,English,5,5,5,5,5,5,5,5,5,5,5,5,1,3,1,1,1,1,2,1,1,2,NA,eng_48,2018-02-01,944,quebec city,FALSE,FALSE,TRUE,FALSE,1,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,0
2020/09/02 1:06:38 am CET,I agree,Outside of Quebec but in Canada,Quebec city,Female,42,Doctoral degree (PhD or MD),University Professor,French; english,5,5,5,5,5,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/2019,Female,No,NA,With a partner who lives in the same household,Yes,01/2019,NA,NA,NA,English;French,5,3,NA,NA,NA,NA,NA,NA,English,English,4,4,5,5,5,5,5,5,3,5,5,5,1,1,1,1,1,1,1,1,1,3,I worry that if her entire education is in french (cegep and beyond) it will limit universities she may want to attend and job opportunities outside of quebec,eng_50,2019-03-01,551,quebec city,FALSE,FALSE,TRUE,FALSE,1,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,0
2020/09/02 1:12:23 am CET,I agree,Outside of Canada,Quebec,Male,38,Master’s degree (or equivalent),Biologist,English; French; Irish; German,5,5,5,5,4,4,4,4,Irish,3,3,3,3,German,1,1,1,1,NA,NA,NA,NA,NA,01/2018,Female,No,NA,With a partner who lives in the same household,No,NA,NA,NA,NA,English;French,3,4,Irish,2,NA,NA,NA,NA,English;French,English;French,5,5,5,5,5,5,5,5,5,5,5,5,1,3,2,1,1,1,1,1,1,1,"Inhioenshe doesn’t develop a North American anglophone accent (no offense intended, I just prefer the Irish accent)",eng_51,2018-01-01,975,quebec,FALSE,FALSE,TRUE,FALSE,1,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,0
