timestamp,consent,birthplace,address,gender,parent_age,education,occupation,parent1_L1,eng_und,eng_spk,eng_read,eng_write,fr_und,fr_spk,fr_read,fr_write,parent1_OL1,ol1_und,ol1_spk,ol1_read,ol1_write,parent1_OL2,ol2_und,ol2_spk,ol2_read,ol2_write,parent1_OL3,ol3_und,ol3_spk,ol3_read,ol3_write,child_dob,child_sex,langdevissue_yn,langdevissue_details,family_config,oldersib_yn,sib1_dob,sib2_dob,sib3_dob,sibX_dobs,child_languages,eng_freq,fr_freq,ol1_used,ol1_freq,ol2_used,ol2_freq,ol3_used,ol3_freq,between_caregivers,caregiver2_used,view_betterlearner,view_reasoning,view_schoolsuccess,view_heritage,view_employment,view_better_lang_learning,view_comm_family,view_compete_jobs,view_full_comm_member,view_success_workworld,view_flex_think,view_belong_social,concern_general,concern_exposure,concern_help,concern_challenging,concern_confused,concern_distinguish,concern_shrt_delay,concern_lng_prob,concern_prep_school,concern_fluent,concern_open,id,clean_dobs,age_days_at_test,clean_address,in_MTL,great_MTL,in_QC,out_QC,has_en,has_fr,has_OL,has_OL1,has_OL2,has_OL3,num_OL_caregiver1,caregiver2_OLonly,mono_en,mono_fr,mono_OL,has_DL
2020/09/01 11:36:36 pm CET,J'accepte,Au Québec,Montréal,Female,31,Baccalauréat (ou équivalent),Professeure de danse,francais,5,4,4,4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09/2018,Female,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,English;One other language,4,5,grec,2,NA,NA,NA,NA,Anglais;Français,English,5,5,5,5,5,5,5,5,5,5,5,5,1,3,1,1,1,1,5,1,1,1,"En ce moment, notre enfant ne parle pas beaucoup. Par contre, elle est très communicative, elle arrive à se faire comprendre la plus part du temps. De plus en plus, elle vit certaines frustrations car nous ne pouvons pas toujours comprendre ce qu'elle essaie de nous communiquer.  Nous avons très hâte que son langage se développe, afin de l'aider à communiquer ses émotions, ses envies et ses besoins.",fr_15,2018-09-01,731,montreal,TRUE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,0
2020/09/01 11:37:01 pm CET,J'accepte,Au Québec,Saint-Georges,Male,29,Baccalauréat (ou équivalent),Arpenteur-Geomètre,Français,5,4,4,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/2019,Female,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,English;French,4,2,NA,NA,NA,NA,NA,NA,Français,English;French,5,5,4,3,5,5,5,5,2,5,3,3,1,1,1,1,2,2,2,1,1,1,Le fait de bien distinguer les deux langues et de pouvoir utiliser celle adéquate dans les bonnes circonstances,fr_16,2019-06-01,458,saint georges,FALSE,FALSE,TRUE,FALSE,1,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,0
2020/09/02 12:31:55 am CET,J'accepte,Au Québec,Montréal,Female,33,Maîtrise (ou équivalent),Maman a la maison et pigiste en rédaction et communication,Français,5,4,5,4,5,5,5,5,Espagnol,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09/2017,Female,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,French;One other language,1,5,espagnol,2,NA,NA,NA,NA,Français;Une langue autre que l’anglais ou le français,One other language,5,5,4,5,4,5,5,4,2,4,5,2,2,2,1,1,2,1,1,1,1,3,"J'aimerais offrir plus d'occasions à ma fille d'apprendre la langue de son père, mais je me dis aussi que ce n'est pas ma responsabilité tant que ça. Sinon je n'ai pas d'inquiétudes.",fr_17,2017-09-01,1097,montreal,TRUE,FALSE,FALSE,FALSE,0,1,1,0,0,0,0,1,FALSE,FALSE,FALSE,0
2020/09/02 12:32:35 am CET,J'accepte,Au Québec,Montreal,Female,33,CÉGEP ou DEP (ou équivalent),Infirmière,Français,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/2019,Male,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,English;French;Several other languages,3,3,NA,NA,NA,NA,NA,NA,Anglais,English;French,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,Pas d’inquiétudes particulières,fr_18,2019-12-01,276,montreal,TRUE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,0
2020/09/02 12:35:50 am CET,J'accepte,Au Québec,Dorval,Female,36,Secondaire (ou équivalent),Assistante technique en pharmacie,Français,5,5,5,5,5,5,5,5,Arabe,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08/2017,Male,Je ne suis pas certain(e),Tendance autiste non diagnostiquée et TDAH diagnostiqué chez la mère; certains comportements se remarquent chez le fils,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,English;French;One other language,2,5,polonais,3,NA,NA,NA,NA,Anglais;Français,English;French;One other language,5,5,3,4,4,3,5,3,3,3,5,5,1,4,4,1,4,1,3,1,3,3,Il ne communique pas aussi bien que ses camarades proches en âge qui ne parlent qu'une langue. Ceci semble le frustrer parfois. Il parle français avec une prononciation distinctement polonaise. Certains considèrent ceci comme un défaut important et ils le corrigent vertement.,fr_19,2017-08-01,1128,dorval,TRUE,FALSE,FALSE,FALSE,1,1,1,1,0,0,1,0,FALSE,FALSE,FALSE,1
2020/09/02 1:31:20 am CET,J'accepte,Au Québec,Montréal,Female,32,Maîtrise (ou équivalent),Spécialiste en éducation,"Français, espagnol",5,5,5,4,5,5,5,5,Espagnol,4,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/2017,Male,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,English;French,2,5,NA,NA,NA,NA,NA,NA,Anglais;Français,English;French,5,5,5,5,5,5,5,5,5,5,5,5,4,1,1,1,1,1,2,1,1,1,"J’ai peu d’inquiétudes à ce sujet, mais j’ai remarqué que mon fils apprend à parler moins rapidement que d’autres enfants unilingues de son âge. Sa syntaxe en français est encore très approximative et il mélange constamment les deux langues. Par contre, il a déjà des réflexions métalinguistiques. Par exemple, il me dit « tondeuse » c’est en français, « lawnmower » c’est en anglais. Ce que je trouve épatant.",fr_20,2017-05-01,1220,montreal,TRUE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,0
2020/09/02 2:17:06 am CET,J'accepte,Au Québec,Montréal,Female,36,Maîtrise (ou équivalent),Orthophoniste,Français,5,5,5,4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/2019,Female,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,French;One other language,1,5,NA,NA,NA,NA,NA,NA,Anglais;Français,French;One other language,5,5,5,5,4,5,5,4,5,4,5,5,1,3,2,1,1,1,1,1,1,3,"Mon conjoint parle bengali avec l’enfant, mais je ne sais pas si ma fille aura assez d’opportunités pour utiliser cette langue afin de devenir totalement bilingue",fr_21,2019-06-01,459,montreal,TRUE,FALSE,FALSE,FALSE,0,1,1,0,0,0,0,0,FALSE,FALSE,FALSE,0
2020/09/02 3:04:26 am CET,J'accepte,Au Québec,Laval,Female,35,Baccalauréat (ou équivalent),Gérante de bureau,Français,5,5,5,5,5,5,5,5,Urdu,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08/19,Male,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,06/2015,06/2016,NA,NA,French;One other language,2,4,urdu,4,NA,NA,NA,NA,Anglais;Une langue autre que l’anglais ou le français,One other language,3,3,5,5,5,4,5,5,4,4,4,5,1,1,2,1,1,1,2,1,1,1,Aucune,fr_22,2019-08-01,398,laval,FALSE,FALSE,TRUE,FALSE,0,1,1,1,0,0,1,1,FALSE,FALSE,FALSE,0
2020/09/02 4:08:53 am CET,J'accepte,À l’extérieur du Canada,Montréal,Female,31,Maîtrise (ou équivalent),À l’emploi,Arabe,4,4,4,4,5,4,5,4,Arabe,5,5,5,5,Espagnol,3,3,3,2,NA,NA,NA,NA,NA,08/2019,Male,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,French;One other language,2,4,arabe,5,NA,NA,NA,NA,Français;Une langue autre que l’anglais ou le français,French;One other language,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,3,3,2,4,4,3,4,NA,fr_25,2019-08-01,398,montreal,TRUE,FALSE,FALSE,FALSE,0,1,1,1,0,0,1,0,FALSE,FALSE,FALSE,0
2020/09/02 12:37:34 pm CET,J'accepte,Au Québec,St-jerome,Male,48,CÉGEP ou DEP (ou équivalent),Concepteur mecanique,Francais,4,4,4,3,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/2019,Male,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,English;French,3,3,NA,NA,NA,NA,NA,NA,Anglais;Français,English;French,5,5,5,5,5,5,5,5,5,5,5,5,2,4,1,2,3,3,4,1,1,1,NA,fr_26,2019-07-01,429,saint jerome,FALSE,TRUE,FALSE,FALSE,1,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,0
2020/09/02 3:12:38 pm CET,J'accepte,Au Québec,Gatineau,Female,36,Doctorat (PhD ou MD),Chercheure,Français,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09/2019,Female,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,11/2016,NA,NA,NA,English;French;One other language,1,5,italien,3,NA,NA,NA,NA,Anglais;Français;Une langue autre que l’anglais ou le français,French;One other language,5,3,3,5,2,5,5,NA,2,NA,5,5,1,4,1,1,1,1,1,1,1,4,"Je suis préoccupée par le fait que nos enfants ne soient exposés à l'italien que par leur papa, et qu'une fois entrés à l'école ils l'oublient/arrêtent de la pratiquer et préfèrent le français et l'anglais (nous sommes en Outaouais, les enfants semblent apprendre l'anglais par osmose lol). Je connais plusieurs enfants (enfants d'amis, un ex, mon neveu) qui ont suivi ou sont en train de suivre cette trajectoire. J'aimerais que mes enfants conservent leur maîtrise de l'italien pour pouvoir communiquer avec leur famille en Italie. Nous devions profiter de mon 2e congé de maternité pour aller passer plusieurs mois en Lombardie cet été pour solidifier l'italien de notre plus grand (3 ans), mais bon oups la covid19 est arrivée. Une fois la possibilité de voyager en toute sécurité revenue, ça sera une priorité pour nous d'aller passer plusieurs semaines par année en Italie - même si cela implique des congés sans solde, par exemple.",fr_27,2019-09-01,367,gatineau,FALSE,FALSE,TRUE,FALSE,0,1,1,1,0,0,1,0,FALSE,FALSE,FALSE,0
2020/09/02 4:32:13 pm CET,J'accepte,À l’extérieur du Canada,montréal,Female,36,Maîtrise (ou équivalent),Photographe,Français,4,4,3,3,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/2017,Female,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,09/2014,NA,NA,NA,French;One other language,1,4,espagnol,4,NA,NA,NA,NA,Français;Une langue autre que l’anglais ou le français,English;French;Several other languages,4,4,2,5,4,5,5,2,4,2,2,3,4,4,1,1,1,1,1,1,1,1,Je ne vois que des choses positifs avec l'apprentissage d'une deuxième langue.,fr_28,2017-06-01,1189,montreal,TRUE,FALSE,FALSE,FALSE,1,1,1,1,0,0,1,0,FALSE,FALSE,FALSE,0
2020/09/02 6:20:33 pm CET,J'accepte,À l’extérieur du Canada,Montreal,Female,38,Doctorat (PhD ou MD),Psychologue,Roumain,5,5,5,5,5,5,5,5,Roumain,4,4,4,4,Allemand,3,1,2,1,NA,NA,NA,NA,NA,12/2018,Male,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,12/2016,NA,NA,NA,English;French,2,4,NA,NA,NA,NA,NA,NA,Anglais;Français,English,4,4,4,5,4,4,2,3,4,2,5,5,5,5,4,3,2,1,3,1,1,4,"Je m’inquiète du fait qu'il ne soit pas assez exposé au français, du fait que presque toute sa famille est anglophone et son cpe fonctionne principalement en anglais.",fr_29,2018-12-01,641,montreal,TRUE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,0
2020/09/02 6:26:35 pm CET,J'accepte,Au Québec,Montréal,Female,35,Baccalauréat (ou équivalent),Adjointe à la présidente-directrice générale adjointe du CIUSSS COMTL,Français; anglais,5,5,5,5,5,5,5,5,Français,5,5,5,5,Anglais,5,5,5,5,NA,NA,NA,NA,NA,11/2019,Female,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,English;French,5,5,NA,NA,NA,NA,NA,NA,Anglais;Français,French,4,3,5,5,5,4,5,4,4,4,4,3,2,1,1,1,3,2,2,1,1,1,"Je m'inquiète qu'elle aura de la difficulté à commencer à parler parce qu'elle entend les deux langues et que nous lui parlons dans les deux langues couramment. Je sais par contre que les études indiquent que les bébés savent qu'on leur parle deux langues différentes, qu'ils peuvent les comprendre, et que dans certains cas, le langage se développe plus tard en raison de l'intégration de ces deux langues dans leur tête.",fr_30,2019-11-01,306,montreal,TRUE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,0
2020/09/02 10:30:16 pm CET,J'accepte,Au Québec,Montreal,Female,34,CÉGEP ou DEP (ou équivalent),Serveuse,Français,5,5,5,5,5,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/2016,Male,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,English;French,4,3,NA,NA,NA,NA,NA,NA,Anglais,English,3,4,2,5,3,4,5,3,4,3,4,3,1,4,3,1,1,1,3,1,3,5,Maitrise des 2 langues,fr_32,2016-10-01,1432,montreal,TRUE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,0
2020/09/03 2:18:30 pm CET,J'accepte,À l’extérieur du Canada,Montreal,Female,29,Maîtrise (ou équivalent),5eme année doctorat,Français; italien,5,5,5,5,5,5,5,5,Italien,5,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/2020,Male,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,French;Several other languages,1,4,italien,2,portugais,2,NA,NA,Français,One other language,5,5,5,5,5,5,5,5,4,5,4,5,2,5,4,1,2,3,3,1,1,3,Je pense que ça va le rendre confus mais pas à long terme. Et je trouve vraiment pas grave si il prends du temps en plus pour developper 3 langues plutot que 1,fr_34,2020-07-01,64,montreal,TRUE,FALSE,FALSE,FALSE,0,1,1,0,0,0,0,1,FALSE,FALSE,FALSE,0
2020/09/04 3:21:46 pm CET,J'accepte,Au Québec,Dorval,Female,34,Baccalauréat (ou équivalent),Conseillère en Soins Infirmiers,Français,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/2018,Male,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,English;French,2,4,NA,NA,NA,NA,NA,NA,Anglais;Français,English;French,5,5,5,5,5,5,1,5,5,5,5,3,1,1,1,1,1,3,1,1,1,1,"ma principale crainte est qu'il parle ""franglais""",fr_35,2018-03-01,918,dorval,TRUE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,0
2020/09/04 6:28:15 pm CET,J'accepte,À l’extérieur du Canada,Montreal,Female,37,Maîtrise (ou équivalent),Contract Manager,"Français, arabe",5,5,5,5,5,5,5,5,Arabe,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/2019,Female,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,12/2015,NA,NA,NA,English;French;Several other languages,3,4,espagnol,2,arabe,2,NA,NA,Anglais;Français,English;French;One other language,5,5,5,5,5,5,5,5,4,5,5,5,1,1,1,1,1,1,1,1,1,1,Pas de préoccupations particulières. Nous avons fait la même chose avec notre premier enfant,fr_36,2019-10-01,339,montreal,TRUE,FALSE,FALSE,FALSE,1,1,1,0,0,0,0,0,FALSE,FALSE,FALSE,0
